han_ji,chu_im,freq,siann,un, tiau ,old_chu_im,sni_siann,sni_un
碑,pi1,,p,i,1,pi1,邊,居
㽡,pi1,,p,i,1,pi1,邊,居
裨,pi1,,p,i,1,pi1,邊,居
陂,pi1,,p,i,1,pi1,邊,居
屄,pi1,,p,i,1,pi1,邊,居
居,ki1,,k,i,1,ki1,求,居
㞐,ki1,0.01,k,i,1,ki1,求,居
琚,ki1,,k,i,1,ki1,求,居
椐,ki1,,k,i,1,ki1,求,居
涺,ki1,,k,i,1,ki1,求,居
裾,ki1,,k,i,1,ki1,求,居
䝻,ki1,,k,i,1,ki1,求,居
基,ki1,,k,i,1,ki1,求,居
朞,ki1,0.01,k,i,1,ki1,求,居
期,ki1,,k,i,1,ki1,求,居
箕,ki1,,k,i,1,ki1,求,居
錤,ki1,,k,i,1,ki1,求,居
乩,ki1,,k,i,1,ki1,求,居
俱,ki1,,k,i,1,ki1,求,居
倚,ki1,,k,i,1,ki1,求,居
姬,ki1,,k,i,1,ki1,求,居
㪺,ki1,,k,i,1,ki1,求,居
車,ki1,,k,i,1,ki1,求,居
奇,ki1,,k,i,1,ki1,求,居
𦌭,ki1,0.01,k,i,1,ki1,求,居
羈,ki1,,k,i,1,ki1,求,居
畿,ki1,,k,i,1,ki1,求,居
㙨,ki1,0.01,k,i,1,ki1,求,居
饑,ki1,,k,i,1,ki1,求,居
飢,ki1,0.01,k,i,1,ki1,求,居
磯,ki1,,k,i,1,ki1,求,居
譏,ki1,,k,i,1,ki1,求,居
僟,ki1,,k,i,1,ki1,求,居
機,ki1,,k,i,1,ki1,求,居
幾,ki1,,k,i,1,ki1,求,居
璣,ki1,,k,i,1,ki1,求,居
欺,khi1,,kh,i,1,khi1,去,居
倛,khi1,,kh,i,1,khi1,去,居
僛,khi1,,kh,i,1,khi1,去,居
駒,khi1,,kh,i,1,khi1,去,居
祛,khi1,,kh,i,1,khi1,去,居
佉,khi1,0.01,kh,i,1,khi1,去,居
袪,khi1,,kh,i,1,khi1,去,居
拘,khi1,,kh,i,1,khi1,去,居
痀,khi1,,kh,i,1,khi1,去,居
劬,khi1,,kh,i,1,khi1,去,居
犄,khi1,,kh,i,1,khi1,去,居
敧,khi1,,kh,i,1,khi1,去,居
區,khi1,,kh,i,1,khi1,去,居
軀,khi1,,kh,i,1,khi1,去,居
摳,khi1,,kh,i,1,khi1,去,居
𨄅,khi1,,kh,i,1,khi1,去,居
敺,khi1,0.01,kh,i,1,khi1,去,居
驅,khi1,,kh,i,1,khi1,去,居
𩪍,khi1,0.01,kh,i,1,khi1,去,居
嶇,khi1,,kh,i,1,khi1,去,居
邾,ti1,,t,i,1,ti1,地,居
姝,ti1,,t,i,1,ti1,地,居
株,ti1,,t,i,1,ti1,地,居
誅,ti1,,t,i,1,ti1,地,居
知,ti1,,t,i,1,ti1,地,居
蜘,ti1,,t,i,1,ti1,地,居
豬,ti1,,t,i,1,ti1,地,居
猪,ti1,0.01,t,i,1,ti1,地,居
丕,phi1,,ph,i,1,phi1,頗,居
坏,phi1,0.01,ph,i,1,phi1,頗,居
坯,phi1,,ph,i,1,phi1,頗,居
伾,phi1,,ph,i,1,phi1,頗,居
秠,phi1,,ph,i,1,phi1,頗,居
呸,phi1,,ph,i,1,phi1,頗,居
邳,phi1,,ph,i,1,phi1,頗,居
蚽,phi1,,ph,i,1,phi1,頗,居
豾,phi1,,ph,i,1,phi1,頗,居
駓,phi1,,ph,i,1,phi1,頗,居
披,phi1,,ph,i,1,phi1,頗,居
帔,phi1,,ph,i,1,phi1,頗,居
𣬼,phi1,,ph,i,1,phi1,頗,居
砒,phi1,,ph,i,1,phi1,頗,居
批,phi1,,ph,i,1,phi1,頗,居
絺,thi1,,th,i,1,thi1,他,居
笞,thi1,,th,i,1,thi1,他,居
樞,thi1,,th,i,1,thi1,他,居
樗,thi1,,th,i,1,thi1,他,居
攄,thi1,,th,i,1,thi1,他,居
粚,thi1,,th,i,1,thi1,他,居
之,tsi1,,ts,i,1,tsi1,曾,居
諸,tsi1,,ts,i,1,tsi1,曾,居
芝,tsi1,,ts,i,1,tsi1,曾,居
巵,tsi1,,ts,i,1,tsi1,曾,居
卮,tsi1,,ts,i,1,tsi1,曾,居
枝,tsi1,,ts,i,1,tsi1,曾,居
肢,tsi1,,ts,i,1,tsi1,曾,居
支,tsi1,,ts,i,1,tsi1,曾,居
脂,tsi1,,ts,i,1,tsi1,曾,居
鳷,tsi1,,ts,i,1,tsi1,曾,居
瀦,tsi1,,ts,i,1,tsi1,曾,居
𡲰,tsi1,,ts,i,1,tsi1,曾,居
𤰭,tsi1,,ts,i,1,tsi1,曾,居
施,si1,,s,i,1,si1,時,居
胥,si1,,s,i,1,si1,時,居
𠆹,si1,0.01,s,i,1,si1,時,居
偦,si1,,s,i,1,si1,時,居
屍,si1,,s,i,1,si1,時,居
鳲,si1,,s,i,1,si1,時,居
尸,si1,,s,i,1,si1,時,居
蓍,si1,,s,i,1,si1,時,居
湑,si1,,s,i,1,si1,時,居
糈,si1,,s,i,1,si1,時,居
需,si1,,s,i,1,si1,時,居
鬚,si1,,s,i,1,si1,時,居
䰅,si1,0.01,s,i,1,si1,時,居
須,si1,,s,i,1,si1,時,居
湏,si1,0.01,s,i,1,si1,時,居
鷥,si1,,s,i,1,si1,時,居
絲,si1,,s,i,1,si1,時,居
茲,si1,,s,i,1,si1,時,居
諝,si1,,s,i,1,si1,時,居
詩,si1,,s,i,1,si1,時,居
紓,si1,,s,i,1,si1,時,居
輸,si1,,s,i,1,si1,時,居
𢪵,si1,0.01,s,i,1,si1,時,居
揟,si1,,s,i,1,si1,時,居
渝,si1,,s,i,1,si1,時,居
舒,si1,,s,i,1,si1,時,居
書,si1,,s,i,1,si1,時,居
濡,si1,,s,i,1,si1,時,居
楈,si1,,s,i,1,si1,時,居
伊,qi1,,q,i,1,i1,英,居
𠁼,qi1,0.01,q,i,1,i1,英,居
㐆,qi1,,q,i,1,i1,英,居
依,qi1,,q,i,1,i1,英,居
㥋,qi1,,q,i,1,i1,英,居
衣,qi1,,q,i,1,i1,英,居
於,qi1,,q,i,1,i1,英,居
扵,qi1,0.01,q,i,1,i1,英,居
淤,qi1,,q,i,1,i1,英,居
洢,qi1,,q,i,1,i1,英,居
椅,qi1,,q,i,1,i1,英,居
吚,qi1,,q,i,1,i1,英,居
咿,qi1,,q,i,1,i1,英,居
漪,qi1,,q,i,1,i1,英,居
旑,qi1,0.01,q,i,1,i1,英,居
旖,qi1,,q,i,1,i1,英,居
醫,qi1,,q,i,1,i1,英,居
毉,qi1,0.01,q,i,1,i1,英,居
譩,qi1,,q,i,1,i1,英,居
猗,qi1,,q,i,1,i1,英,居
鷖,qi1,,q,i,1,i1,英,居
于,qi1,,q,i,1,i1,英,居
繄,qi1,,q,i,1,i1,英,居
欹,qi1,,q,i,1,i1,英,居
𣣱,qi1,0.01,q,i,1,i1,英,居
睢,tshi1,,tsh,i,1,tshi1,出,居
且,tshi1,0.1,tsh,i,1,tshi1,出,居
癡,tshi1,,tsh,i,1,tshi1,出,居
𠈴,tshi1,0.01,tsh,i,1,tshi1,出,居
痴,tshi1,0.01,tsh,i,1,tshi1,出,居
疽,tshi1,,tsh,i,1,tshi1,出,居
狙,tshi1,,tsh,i,1,tshi1,出,居
沮,tshi1,0.1,tsh,i,1,tshi1,出,居
蛆,tshi1,,tsh,i,1,tshi1,出,居
苴,tshi1,,tsh,i,1,tshi1,出,居
砠,tshi1,,tsh,i,1,tshi1,出,居
䪶,tshi1,,tsh,i,1,tshi1,出,居
菹,tshi1,,tsh,i,1,tshi1,出,居
趄,tshi1,,tsh,i,1,tshi1,出,居
䏣,tshi1,,tsh,i,1,tshi1,出,居
雎,tshi1,,tsh,i,1,tshi1,出,居
雌,tshi1,,tsh,i,1,tshi1,出,居
雛,tshi1,,tsh,i,1,tshi1,出,居
鴟,tshi1,,tsh,i,1,tshi1,出,居
趨,tshi1,,tsh,i,1,tshi1,出,居
嗤,tshi1,,tsh,i,1,tshi1,出,居
媸,tshi1,,tsh,i,1,tshi1,出,居
蚩,tshi1,,tsh,i,1,tshi1,出,居
差,tshi1,0.1,tsh,i,1,tshi1,出,居
嵯,tshi1,,tsh,i,1,tshi1,出,居
瓻,tshi1,,tsh,i,1,tshi1,出,居
㧘,tshi1,,tsh,i,1,tshi1,出,居
禧,hi1,,h,i,1,hi1,喜,居
俙,hi1,,h,i,1,hi1,喜,居
僖,hi1,,h,i,1,hi1,喜,居
嘻,hi1,,h,i,1,hi1,喜,居
嬉,hi1,,h,i,1,hi1,喜,居
熹,hi1,,h,i,1,hi1,喜,居
熺,hi1,0.01,h,i,1,hi1,喜,居
譆,hi1,,h,i,1,hi1,喜,居
希,hi1,,h,i,1,hi1,喜,居
稀,hi1,,h,i,1,hi1,喜,居
欷,hi1,,h,i,1,hi1,喜,居
歔,hi1,,h,i,1,hi1,喜,居
晞,hi1,,h,i,1,hi1,喜,居
郗,hi1,,h,i,1,hi1,喜,居
噓,hi1,,h,i,1,hi1,喜,居
巇,hi1,,h,i,1,hi1,喜,居
㠊,hi1,,h,i,1,hi1,喜,居
吁,hi1,,h,i,1,hi1,喜,居
于,hi1,0.01,h,i,1,hi1,喜,居
𢖳,hi1,,h,i,1,hi1,喜,居
旴,hi1,,h,i,1,hi1,喜,居
盱,hi1,,h,i,1,hi1,喜,居
訏,hi1,,h,i,1,hi1,喜,居
虛,hi1,,h,i,1,hi1,喜,居
墟,hi1,,h,i,1,hi1,喜,居
㱆,hi1,,h,i,1,hi1,喜,居
羲,hi1,,h,i,1,hi1,喜,居
犧,hi1,,h,i,1,hi1,喜,居
曦,hi1,,h,i,1,hi1,喜,居
昫,hi1,,h,i,1,hi1,喜,居
熙,hi1,,h,i,1,hi1,喜,居
焁,hi1,,h,i,1,hi1,喜,居
屎,hi1,0.1,h,i,1,hi1,喜,居
噫,hi1,,h,i,1,hi1,喜,居
里,li2,,l,i,2,li2,柳,居
俚,li2,,l,i,2,li2,柳,居
裏,li2,,l,i,2,li2,柳,居
裡,li2,0.01,l,i,2,li2,柳,居
鯉,li2,,l,i,2,li2,柳,居
娌,li2,,l,i,2,li2,柳,居
理,li2,,l,i,2,li2,柳,居
旅,li2,,l,i,2,li2,柳,居
祣,li2,,l,i,2,li2,柳,居
膂,li2,,l,i,2,li2,柳,居
屢,li2,,l,i,2,li2,柳,居
褸,li2,,l,i,2,li2,柳,居
縷,li2,,l,i,2,li2,柳,居
李,li2,,l,i,2,li2,柳,居
女,li2,,l,i,2,li2,柳,居
履,li2,,l,i,2,li2,柳,居
邐,li2,,l,i,2,li2,柳,居
汝,li2,,l,i,2,li2,柳,居
彼,pi2,,p,i,2,pi2,邊,居
佊,pi2,,p,i,2,pi2,邊,居
仳,pi2,,p,i,2,pi2,邊,居
比,pi2,,p,i,2,pi2,邊,居
秕,pi2,,p,i,2,pi2,邊,居
粃,pi2,,p,i,2,pi2,邊,居
狴,pi2,,p,i,2,pi2,邊,居
妣,pi2,,p,i,2,pi2,邊,居
匕,pi2,,p,i,2,pi2,邊,居
己,ki2,,k,i,2,ki2,求,居
圮,ki2,,k,i,2,ki2,求,居
杞,ki2,,k,i,2,ki2,求,居
机,ki2,,k,i,2,ki2,求,居
莒,ki2,,k,i,2,ki2,求,居
紀,ki2,,k,i,2,ki2,求,居
几,ki2,,k,i,2,ki2,求,居
筥,ki2,,k,i,2,ki2,求,居
蟣,ki2,,k,i,2,ki2,求,居
麂,ki2,,k,i,2,ki2,求,居
舉,ki2,,k,i,2,ki2,求,居
矩,ki2,,k,i,2,ki2,求,居
幾,ki2,,k,i,2,ki2,求,居
起,khi2,,kh,i,2,khi2,去,居
豈,khi2,,kh,i,2,khi2,去,居
企,khi2,,kh,i,2,khi2,去,居
䔇,khi2,,kh,i,2,khi2,去,居
芑,khi2,,kh,i,2,khi2,去,居
綺,khi2,,kh,i,2,khi2,去,居
氐,ti2,,t,i,2,ti2,地,居
傂,ti2,,t,i,2,ti2,地,居
抵,ti2,,t,i,2,ti2,地,居
掋,ti2,0.01,t,i,2,ti2,地,居
底,ti2,,t,i,2,ti2,地,居
厎,ti2,,t,i,2,ti2,地,居
砥,ti2,,t,i,2,ti2,地,居
呧,ti2,,t,i,2,ti2,地,居
詆,ti2,,t,i,2,ti2,地,居
弤,ti2,,t,i,2,ti2,地,居
軧,ti2,,t,i,2,ti2,地,居
邸,ti2,,t,i,2,ti2,地,居
觝,ti2,,t,i,2,ti2,地,居
祗,ti2,,t,i,2,ti2,地,居
豸,ti2,,t,i,2,ti2,地,居
嚭,phi2,,ph,i,2,phi2,頗,居
噽,phi2,0.01,ph,i,2,phi2,頗,居
否,phi2,,ph,i,2,phi2,頗,居
痞,phi2,,ph,i,2,phi2,頗,居
鄙,phi2,,ph,i,2,phi2,頗,居
啚,phi2,0.01,ph,i,2,phi2,頗,居
庀,phi2,,ph,i,2,phi2,頗,居
疕,phi2,,ph,i,2,phi2,頗,居
㿫,phi2,,ph,i,2,phi2,頗,居
佇,thi2,,th,i,2,thi2,他,居
㑏,thi2,0.01,th,i,2,thi2,他,居
竚,thi2,0.01,th,i,2,thi2,他,居
宁,thi2,,th,i,2,thi2,他,居
羜,thi2,,th,i,2,thi2,他,居
苧,thi2,,th,i,2,thi2,他,居
紵,thi2,,th,i,2,thi2,他,居
抒,thi2,,th,i,2,thi2,他,居
杼,thi2,,th,i,2,thi2,他,居
貯,thi2,,th,i,2,thi2,他,居
恥,thi2,,th,i,2,thi2,他,居
耻,thi2,0.01,th,i,2,thi2,他,居
禠,thi2,,th,i,2,thi2,他,居
止,tsi2,,ts,i,2,tsi2,曾,居
址,tsi2,,ts,i,2,tsi2,曾,居
沚,tsi2,,ts,i,2,tsi2,曾,居
芷,tsi2,,ts,i,2,tsi2,曾,居
茝,tsi2,0.01,ts,i,2,tsi2,曾,居
祉,tsi2,,ts,i,2,tsi2,曾,居
趾,tsi2,,ts,i,2,tsi2,曾,居
旨,tsi2,,ts,i,2,tsi2,曾,居
指,tsi2,,ts,i,2,tsi2,曾,居
枳,tsi2,,ts,i,2,tsi2,曾,居
禇,tsi2,,ts,i,2,tsi2,曾,居
柱,tsi2,,ts,i,2,tsi2,曾,居
只,tsi2,,ts,i,2,tsi2,曾,居
紫,tsi2,,ts,i,2,tsi2,曾,居
軹,tsi2,,ts,i,2,tsi2,曾,居
咫,tsi2,,ts,i,2,tsi2,曾,居
紙,tsi2,,ts,i,2,tsi2,曾,居
𥾬,tsi2,0.01,ts,i,2,tsi2,曾,居
帋,tsi2,0.01,ts,i,2,tsi2,曾,居
𠂔,tsi2,,ts,i,2,tsi2,曾,居
姊,tsi2,,ts,i,2,tsi2,曾,居
笫,tsi2,,ts,i,2,tsi2,曾,居
楮,tsi2,,ts,i,2,tsi2,曾,居
夊,tsi2,,ts,i,2,tsi2,曾,居
煮,tsi2,,ts,i,2,tsi2,曾,居
渚,tsi2,,ts,i,2,tsi2,曾,居
麈,tsi2,,ts,i,2,tsi2,曾,居
薾,tsi2,,ts,i,2,tsi2,曾,居
䛗,tsi2,,ts,i,2,tsi2,曾,居
乳,ji2,,j,i,2,ji2,入,居
汝,ji2,,j,i,2,ji2,入,居
女,ji2,0.01,j,i,2,ji2,入,居
爾,ji2,,j,i,2,ji2,入,居
尔,ji2,0.01,j,i,2,ji2,入,居
尒,ji2,0.01,j,i,2,ji2,入,居
璽,ji2,,j,i,2,ji2,入,居
耳,ji2,,j,i,2,ji2,入,居
邇,ji2,,j,i,2,ji2,入,居
迩,ji2,0.01,j,i,2,ji2,入,居
禰,ji2,,j,i,2,ji2,入,居
湑,ji2,,j,i,2,ji2,入,居
醑,ji2,,j,i,2,ji2,入,居
庾,ji2,,j,i,2,ji2,入,居
䋙,ji2,,j,i,2,ji2,入,居
駬,ji2,,j,i,2,ji2,入,居
茹,ji2,,j,i,2,ji2,入,居
瘉,ji2,,j,i,2,ji2,入,居
愈,ji2,,j,i,2,ji2,入,居
窳,ji2,,j,i,2,ji2,入,居
寙,ji2,,j,i,2,ji2,入,居
瘐,ji2,,j,i,2,ji2,入,居
始,si2,,s,i,2,si2,時,居
乨,si2,0.01,s,i,2,si2,時,居
暑,si2,,s,i,2,si2,時,居
諝,si2,,s,i,2,si2,時,居
㑯,si2,,s,i,2,si2,時,居
𠈈,si2,,s,i,2,si2,時,居
𢇌,si2,0.01,s,i,2,si2,時,居
枲,si2,,s,i,2,si2,時,居
徙,si2,,s,i,2,si2,時,居
蹝,si2,0.01,s,i,2,si2,時,居
屣,si2,,s,i,2,si2,時,居
𩌦,si2,0.01,s,i,2,si2,時,居
蓰,si2,,s,i,2,si2,時,居
屎,si2,,s,i,2,si2,時,居
葸,si2,,s,i,2,si2,時,居
黍,si2,,s,i,2,si2,時,居
豕,si2,,s,i,2,si2,時,居
矢,si2,,s,i,2,si2,時,居
弛,si2,,s,i,2,si2,時,居
死,si2,,s,i,2,si2,時,居
以,qi2,,q,i,2,i2,英,居
㠯,qi2,0.01,q,i,2,i2,英,居
與,qi2,,q,i,2,i2,英,居
与,qi2,0.01,q,i,2,i2,英,居
㒜,qi2,,q,i,2,i2,英,居
偊,qi2,,q,i,2,i2,英,居
倚,qi2,,q,i,2,i2,英,居
予,qi2,,q,i,2,i2,英,居
也,qi2,0.01,q,i,2,i2,英,居
迆,qi2,,q,i,2,i2,英,居
苢,qi2,0.01,q,i,2,i2,英,居
苡,qi2,,q,i,2,i2,英,居
雨,qi2,,q,i,2,i2,英,居
依,qi2,,q,i,2,i2,英,居
扆,qi2,,q,i,2,i2,英,居
偯,qi2,,q,i,2,i2,英,居
傴,qi2,,q,i,2,i2,英,居
禹,qi2,,q,i,2,i2,英,居
㝢,qi2,0.01,q,i,2,i2,英,居
宇,qi2,,q,i,2,i2,英,居
已,qi2,,q,i,2,i2,英,居
瑀,qi2,,q,i,2,i2,英,居
楀,qi2,,q,i,2,i2,英,居
鄅,qi2,,q,i,2,i2,英,居
椅,qi2,,q,i,2,i2,英,居
掎,qi2,,q,i,2,i2,英,居
羽,qi2,,q,i,2,i2,英,居
庡,qi2,,q,i,2,i2,英,居
噢,qi2,,q,i,2,i2,英,居
米,bi2,,b,i,2,bi2,門,居
敉,bi2,,b,i,2,bi2,門,居
侎,bi2,0.01,b,i,2,bi2,門,居
眯,bi2,,b,i,2,bi2,門,居
弭,bi2,,b,i,2,bi2,門,居
彌,bi2,0.01,b,i,2,bi2,門,居
亹,bi2,,b,i,2,bi2,門,居
尾,bi2,,b,i,2,bi2,門,居
哶,bi2,,b,i,2,bi2,門,居
芈,bi2,,b,i,2,bi2,門,居
美,bi2,,b,i,2,bi2,門,居
媺,bi2,0.01,b,i,2,bi2,門,居
靡,bi2,,b,i,2,bi2,門,居
圉,gi2,,g,i,2,gi2,語,居
俁,gi2,,g,i,2,gi2,語,居
㒁,gi2,0.01,g,i,2,gi2,語,居
語,gi2,,g,i,2,gi2,語,居
麌,gi2,,g,i,2,gi2,語,居
擬,gi2,,g,i,2,gi2,語,居
儗,gi2,,g,i,2,gi2,語,居
薿,gi2,,g,i,2,gi2,語,居
圄,gi2,,g,i,2,gi2,語,居
敔,gi2,,g,i,2,gi2,語,居
檥,gi2,,g,i,2,gi2,語,居
艤,gi2,,g,i,2,gi2,語,居
蟻,gi2,,g,i,2,gi2,語,居
禦,gi2,,g,i,2,gi2,語,居
御,gi2,,g,i,2,gi2,語,居
籞,gi2,,g,i,2,gi2,語,居
取,tshi2,,tsh,i,2,tshi2,出,居
侈,tshi2,,tsh,i,2,tshi2,出,居
偨,tshi2,,tsh,i,2,tshi2,出,居
杵,tshi2,,tsh,i,2,tshi2,出,居
處,tshi2,,tsh,i,2,tshi2,出,居
䖏,tshi2,0.01,tsh,i,2,tshi2,出,居
処,tshi2,0.01,tsh,i,2,tshi2,出,居
齒,tshi2,,tsh,i,2,tshi2,出,居
鼠,tshi2,,tsh,i,2,tshi2,出,居
癙,tshi2,,tsh,i,2,tshi2,出,居
喜,hi2,,h,i,2,hi2,喜,居
蟢,hi2,,h,i,2,hi2,喜,居
許,hi2,,h,i,2,hi2,喜,居
訏,hi2,,h,i,2,hi2,喜,居
栩,hi2,,h,i,2,hi2,喜,居
詡,hi2,,h,i,2,hi2,喜,居
煦,hi2,,h,i,2,hi2,喜,居
踽,hi2,,h,i,2,hi2,喜,居
剓,li3,,l,i,3,li3,柳,居
庇,pi3,,p,i,3,pi3,邊,居
泌,pi3,,p,i,3,pi3,邊,居
秘,pi3,0.01,p,i,3,pi3,邊,居
祕,pi3,,p,i,3,pi3,邊,居
苾,pi3,,p,i,3,pi3,邊,居
毖,pi3,,p,i,3,pi3,邊,居
閟,pi3,,p,i,3,pi3,邊,居
飶,pi3,,p,i,3,pi3,邊,居
駜,pi3,,p,i,3,pi3,邊,居
閉,pi3,,p,i,3,pi3,邊,居
臂,pi3,,p,i,3,pi3,邊,居
費,pi3,,p,i,3,pi3,邊,居
貱,pi3,,p,i,3,pi3,邊,居
賁,pi3,,p,i,3,pi3,邊,居
𧷍,pi3,,p,i,3,pi3,邊,居
嬖,pi3,,p,i,3,pi3,邊,居
轡,pi3,,p,i,3,pi3,邊,居
畀,pi3,,p,i,3,pi3,邊,居
畁,pi3,0.01,p,i,3,pi3,邊,居
淠,pi3,,p,i,3,pi3,邊,居
𣴪,pi3,0.01,p,i,3,pi3,邊,居
痹,pi3,,p,i,3,pi3,邊,居
芘,pi3,,p,i,3,pi3,邊,居
怭,pi3,,p,i,3,pi3,邊,居
㿫,pi3,,p,i,3,pi3,邊,居
記,ki3,,k,i,3,ki3,求,居
倨,ki3,,k,i,3,ki3,求,居
据,ki3,,k,i,3,ki3,求,居
鋸,ki3,,k,i,3,ki3,求,居
踞,ki3,,k,i,3,ki3,求,居
瞿,ki3,0.01,k,i,3,ki3,求,居
懼,ki3,,k,i,3,ki3,求,居
𧸧,ki3,,k,i,3,ki3,求,居
遽,ki3,,k,i,3,ki3,求,居
蘧,ki3,,k,i,3,ki3,求,居
籧,ki3,,k,i,3,ki3,求,居
據,ki3,,k,i,3,ki3,求,居
冀,ki3,,k,i,3,ki3,求,居
驥,ki3,,k,i,3,ki3,求,居
寄,ki3,,k,i,3,ki3,求,居
穊,ki3,,k,i,3,ki3,求,居
羇,ki3,0.01,k,i,3,ki3,求,居
羈,ki3,,k,i,3,ki3,求,居
既,ki3,,k,i,3,ki3,求,居
薊,ki3,,k,i,3,ki3,求,居
句,ki3,,k,i,3,ki3,求,居
去,khi3,,kh,i,3,khi3,去,居
厺,khi3,0.01,kh,i,3,khi3,去,居
亟,khi3,,kh,i,3,khi3,去,居
企,khi3,0.1,kh,i,3,khi3,去,居
𠈮,khi3,0.01,kh,i,3,khi3,去,居
跂,khi3,,kh,i,3,khi3,去,居
契,khi3,,kh,i,3,khi3,去,居
氣,khi3,,kh,i,3,khi3,去,居
炁,khi3,0.01,kh,i,3,khi3,去,居
气,khi3,0.01,kh,i,3,khi3,去,居
棄,khi3,,kh,i,3,khi3,去,居
弃,khi3,0.01,kh,i,3,khi3,去,居
揭,khi3,0.1,kh,i,3,khi3,去,居
憩,khi3,,kh,i,3,khi3,去,居
憇,khi3,0.01,kh,i,3,khi3,去,居
愒,khi3,0.01,kh,i,3,khi3,去,居
器,khi3,,kh,i,3,khi3,去,居
噐,khi3,0.01,kh,i,3,khi3,去,居
致,ti3,,t,i,3,ti3,地,居
緻,ti3,,t,i,3,ti3,地,居
智,ti3,,t,i,3,ti3,地,居
知,ti3,0.01,t,i,3,ti3,地,居
置,ti3,,t,i,3,ti3,地,居
觶,ti3,,t,i,3,ti3,地,居
䝷,ti3,,t,i,3,ti3,地,居
寘,ti3,,t,i,3,ti3,地,居
著,ti3,,t,i,3,ti3,地,居
俾,phi3,,ph,i,3,phi3,頗,居
睥,phi3,,ph,i,3,phi3,頗,居
譬,phi3,,ph,i,3,phi3,頗,居
辟,phi3,0.01,ph,i,3,phi3,頗,居
屁,phi3,,ph,i,3,phi3,頗,居
𥧔,phi3,0.01,ph,i,3,phi3,頗,居
翅,thi3,0.1,th,i,3,thi3,他,居
懥,thi3,,th,i,3,thi3,他,居
疐,thi3,,th,i,3,thi3,他,居
䶑,thi3,0.01,th,i,3,thi3,他,居
嚏,thi3,,th,i,3,thi3,他,居
懘,thi3,,th,i,3,thi3,他,居
剃,thi3,,th,i,3,thi3,他,居
志,tsi3,,ts,i,3,tsi3,曾,居
忮,tsi3,,ts,i,3,tsi3,曾,居
伎,tsi3,0.01,ts,i,3,tsi3,曾,居
𢗍,tsi3,0.01,ts,i,3,tsi3,曾,居
誌,tsi3,,ts,i,3,tsi3,曾,居
輊,tsi3,,ts,i,3,tsi3,曾,居
痣,tsi3,,ts,i,3,tsi3,曾,居
至,tsi3,,ts,i,3,tsi3,曾,居
抧,tsi3,,ts,i,3,tsi3,曾,居
質,tsi3,,ts,i,3,tsi3,曾,居
躓,tsi3,,ts,i,3,tsi3,曾,居
製,tsi3,,ts,i,3,tsi3,曾,居
制,tsi3,,ts,i,3,tsi3,曾,居
幟,tsi3,,ts,i,3,tsi3,曾,居
摯,tsi3,,ts,i,3,tsi3,曾,居
贄,tsi3,,ts,i,3,tsi3,曾,居
鷙,tsi3,,ts,i,3,tsi3,曾,居
沮,tsi3,,ts,i,3,tsi3,曾,居
世,si3,,s,i,3,si3,時,居
丗,si3,0.01,s,i,3,si3,時,居
貰,si3,,s,i,3,si3,時,居
勢,si3,,s,i,3,si3,時,居
揓,si3,,s,i,3,si3,時,居
弒,si3,,s,i,3,si3,時,居
恕,si3,,s,i,3,si3,時,居
絮,si3,,s,i,3,si3,時,居
庶,si3,,s,i,3,si3,時,居
試,si3,,s,i,3,si3,時,居
施,si3,0.1,s,i,3,si3,時,居
意,qi3,,q,i,3,i3,英,居
鷾,qi3,,q,i,3,i3,英,居
噫,qi3,,q,i,3,i3,英,居
亄,qi3,,q,i,3,i3,英,居
伿,qi3,,q,i,3,i3,英,居
瘀,qi3,,q,i,3,i3,英,居
瘞,qi3,,q,i,3,i3,英,居
医,qi3,,q,i,3,i3,英,居
矣,qi3,,q,i,3,i3,英,居
飫,qi3,,q,i,3,i3,英,居
𩜈,qi3,,q,i,3,i3,英,居
曀,qi3,,q,i,3,i3,英,居
殪,qi3,,q,i,3,i3,英,居
饐,qi3,,q,i,3,i3,英,居
懿,qi3,,q,i,3,i3,英,居
豷,qi3,,q,i,3,i3,英,居
薏,qi3,,q,i,3,i3,英,居
瞖,qi3,,q,i,3,i3,英,居
翳,qi3,,q,i,3,i3,英,居
贀,qi3,,q,i,3,i3,英,居
衣,qi3,0.1,q,i,3,i3,英,居
雨,qi3,0.1,q,i,3,i3,英,居
娶,tshi3,,tsh,i,3,tshi3,出,居
取,tshi3,0.01,tsh,i,3,tshi3,出,居
佁,tshi3,,tsh,i,3,tshi3,出,居
傺,tshi3,,tsh,i,3,tshi3,出,居
切,tshi3,,tsh,i,3,tshi3,出,居
砌,tshi3,,tsh,i,3,tshi3,出,居
磜,tshi3,,tsh,i,3,tshi3,出,居
朿,tshi3,,tsh,i,3,tshi3,出,居
刺,tshi3,,tsh,i,3,tshi3,出,居
莿,tshi3,,tsh,i,3,tshi3,出,居
䱨,tshi3,,tsh,i,3,tshi3,出,居
趣,tshi3,,tsh,i,3,tshi3,出,居
熾,tshi3,,tsh,i,3,tshi3,出,居
饎,tshi3,,tsh,i,3,tshi3,出,居
糦,tshi3,,tsh,i,3,tshi3,出,居
處,tshi3,,tsh,i,3,tshi3,出,居
翅,tshi3,,tsh,i,3,tshi3,出,居
試,tshi3,,tsh,i,3,tshi3,出,居
肺,hi3,,h,i,3,hi3,喜,居
侐,hi3,,h,i,3,hi3,喜,居
愾,hi3,,h,i,3,hi3,喜,居
